Subject,Group,Video,Duration
Neuroanatomy,Brain Tumors,Glioblastoma Multiforme (Grade IV Astrocytoma),0:07:07
Neuroanatomy,Brain Tumors,Meningioma,0:07:53
Neuroanatomy,Brain Tumors,Ependymoma,0:07:03
Neuroanatomy,Brain Tumors,Pinealoma,0:04:39
Neuroanatomy,Brain Tumors,Pilocytic Astrocytoma,0:08:11
Neuroanatomy,Brain Tumors,Medulloblastoma,0:11:05
Neuroanatomy,Brain Tumors,Pituitary Adenoma,0:11:03
Neuroanatomy,Brain Tumors,Hemangioblastoma,0:06:19
Neuroanatomy,Dopaminergic Pathways,Mesocortical Pathway,0:05:17
Neuroanatomy,Dopaminergic Pathways,Mesolimbic Pathway,0:04:30
Neuroanatomy,Dopaminergic Pathways,Nigrostriatal Pathway,0:04:51
Neuroanatomy,Dopaminergic Pathways,Tuberoinfundibular Pathway,0:03:39
Neuroanatomy,Strokes,Anterior Cerebral Artery (ACA),0:04:50
Neuroanatomy,Strokes,Middle Cerebral Artery (MCA),0:09:20
Neuroanatomy,Strokes,Posterior Cerebral Artery (PCA),0:05:47
Neuroanatomy,Strokes,Lenticulostriate Artery,0:05:52
Neuroanatomy,Strokes,Anterior Inferior Cerebellar Artery (AICA),0:09:10
Neuroanatomy,Strokes,Posterior Inferior Cerebellar Artery (PICA),0:08:37
Neuroanatomy,Strokes,Anterior Spinal Artery (ASA),0:05:28
Neuroanatomy,Strokes,Basilar Artery,0:05:26
Neuroanatomy,Hemorrhage,Epidural Hematoma,0:10:15
Neuroanatomy,Hemorrhage,Subdural Hematoma,0:09:20
Neuroanatomy,Hemorrhage,Subarachnoid Hemorrhage,0:09:15
Neuroanatomy,Hemorrhage,Charcot-Bouchard Microaneurysms,0:05:03
Neuroanatomy,Neurodegenerative Diseases,Alzheimer Dementia,0:13:18
Neuroanatomy,Neurodegenerative Diseases,Vascular Dementia,0:03:37
Neuroanatomy,Neurodegenerative Diseases,Lewy Body Dementia,0:05:53
Neuroanatomy,Neurodegenerative Diseases,Frontotemporal Dementia,0:05:41
Neuroanatomy,Neurodegenerative Diseases,Parkinson Disease,0:10:15
Neuroanatomy,Neurodegenerative Diseases,Multiple System Atrophy,0:04:50
Neuroanatomy,Neurodegenerative Diseases,Progressive Supranuclear Palsy,0:04:51
Neuroanatomy,Neurodegenerative Diseases,Creutzfeldt-Jakob Disease,0:06:59
Neuroanatomy,Posterior Fossa Malformations,Chiari I Malformation,0:05:44
Neuroanatomy,Posterior Fossa Malformations,Chiari II Malformation,0:07:26
Neuroanatomy,Posterior Fossa Malformations,Dandy-Walker Malformation,0:06:04
Neuroanatomy,Neurological Disorders,Tuberous Sclerosis,0:09:52
Neuroanatomy,Neurological Disorders,Charcot-Marie-Tooth Disease,0:07:34
Neuroanatomy,Neurological Disorders,Huntington Disease,0:10:35
Neuroanatomy,Neurological Disorders,Sturge-Weber Syndrome,0:07:25
Neuroanatomy,Neurological Disorders,Friedreich Ataxia,0:12:40
Neuroanatomy,Neurological Disorders,Multiple Sclerosis (MS),0:15:45
Neuroanatomy,Neurological Disorders,Horner Syndrome,0:03:49
Neuroanatomy,Spinal Lesions,UMN vs. LMN Lesions,0:09:45
Neuroanatomy,Spinal Lesions,Werdnig-Hoffman Disease (SMA Type 1),0:07:53
Neuroanatomy,Spinal Lesions,Amyotrophic Lateral Sclerosis (ALS),0:05:20
Neuroanatomy,Spinal Lesions,Tabes Dorsalis,0:06:52
Neuroanatomy,Spinal Lesions,Cauda Equina Syndrome,0:04:44
Neuroanatomy,Spinal Lesions,Syringomyelia,0:05:35
Neuroanatomy,Spinal Lesions,Brown-Sequard Syndrome,0:08:24
